id,q,r
5843,"""I know many christians who believe in god , and jesus etc , but think the bible is completely false , and is only a book of fables .""","""What is the basis of their beliefs in God , Jesus etc ."""
5844,"""useÂ·ful adj . 1 . Having a beneficial use ; serviceable : a useful kitchen gadget . 2 . Being of practical use : a useful job ; useful members of society .""","""A rock may be useful for shattering a window , but shattering a window is not a rock 's purpose ( unless you subscribe to some strange deterministic philosophy ) ."""
5845,"""There is tremendous evidence that the universe and everything in it was designed , even Darwin admitted that was the impression the evidence gave .""","""There is a massive amount of evidence that points to things being designed via evolution rather than a concious designer - there are massive amount of badly designed organs and organisms , either God is spiteful or incompetant ."""
5867,"""Steeeeve ( the paranoid ) jab victim = no jab .""","""Sorry , I should n't have jumped to that conclusion Sometimes this forum gets the best of me ... sorry again ."""
5868,"""Keeping true to my word - that I would find out who - I am back .""","""From the link :"""
5869,"""Please correct me if I am wrong , but does it not take a number of signatures to even get it on the ballot ?""","""If they turly believe that then why not put it on the ballot and let the people be heard ?"""
5870,"""people keep saying thats the law in texas , so Im saying that this is the law in New York , He broke the law so he had it coming , next time dont disrespect the law and get a license , Im just showing how some of the people on this board are major hypocrites , you suddenly get all soft on crime when you dont like the law ,""","""You 're telling us we 're soft on crime ?"""
5871,"""More bad news for the global warming ideologues ... Some are calling this `` climategate `` in other articles . EDITORIAL : Hiding evidence of global cooling - Washington Times""","""It is shocking that we have discovered this SCAM has been going on for decades leading up to the current Cap and Trade Legislation and Treaties which will indebt average americans to paying for a scam to the tune of billions of dollars per year ."""
5872,"""That is the kind , not degree . Chimps are not a higher animal . They are different . interesting""","""But does not evolution say that there can be NO difference in kind , simply differences in degree ?"""
5873,"""You may be , but I am shredding your rambling nonsense screed .""","""Only in your mind ."""
5874,"""Is this the sort of thing that is being taught at that bastion of liberal science , MIT ?""","""Thankyou for bringing to my attention that atoms , neutrons and protons are merely scientific assumptions ."""
5875,"""This is n't interesting at all . What did these magical `` light-sensitive cells `` evolve from ?""","""Are you saying photo-sensitive bacteria are n't scientifically possible ?"""
5876,"""Like I said , if that were true it would have happened 4000 years ago when our planet was a whole lot hotter .""","""Ice is stilll ice at -30"""
5877,"""What an unbelievable load of codswallop . Clearly you 've never read Matt . 7:21-23 .""","""Actually , there is a LOT that the pseudo-Christian glosses over so as to still maintain the title of 'Christian ' but the respectability of the secular ."""
5878,"""EX 32:14 , NU 14:20 , 1SA 15:35 , 2SA 24:16 God does change his mind .""","""If you had to tell numerous stories in which God seemed to change His mind , and you had to explain every time that He really did n't change His mind , that He really knew what was going to happen but the appearance is that He DID change His mind , it would get a little cumbersome ."""
